Submit_ID,Brand_Reg,Model_No,SoldIn,Country,screensize,Screen_Area,Screen_Tech,Pasv_stnd_power,Act_stnd_power,Act_stnd_time,Avg_mode_power,Star,SRI,CEC,SubmitStatus,ExpDate,GrandDate,Product Class,Availability Status,Star2,Product Website,Representative Brand URL
52067,Kogan,KGNFHD32HVAA,Australia,China,81.3,2730.0,LCD,0.83,0.0,0.0,104.56,3.0,3.167,386.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.60431001653,,http://www.kogan.com.au
52065,Kogan,KGN1080PPRO22VAA,Australia,China,55.9,1403.0,LCD,0.46,0.0,0.43,48.3,4.0,4.418,179.0,Superseded,2015-09-12,2013-10-23,,Unavailable,2.85539024613,,http://www.kogan.com.au
52065,Kogan,KGN1080PPRO22VBA,Australia,China,55.9,1403.0,LCD,0.46,0.0,0.43,48.3,4.0,4.418,179.0,Superseded,2015-09-12,2013-10-23,,Unavailable,2.85539024613,,http://www.kogan.com.au
52065,Kogan,KGN1080PPRO22VCA,Australia,China,55.9,1403.0,LCD,0.46,0.0,0.43,48.3,4.0,4.418,179.0,Superseded,2015-09-12,2013-10-23,,Unavailable,2.85539024613,,http://www.kogan.com.au
52065,Kogan,KGN1080PPRO22VDA,Australia,China,55.9,1403.0,LCD,0.46,0.0,0.43,48.3,4.0,4.418,179.0,Superseded,2015-09-12,2013-10-23,,Unavailable,2.85539024613,,http://www.kogan.com.au
52050,Kogan,KGN1080P47VAA,Australia,China,119.4,6112.0,LCD,1.4,0.0,0.0,220.1,2.5,2.914,811.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.35228504059,,http://www.kogan.com.au
52050,Kogan,KGN1080P47VBA,Australia,China,119.4,6112.0,LCD,1.4,0.0,0.0,220.1,2.5,2.914,811.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.35228504059,,http://www.kogan.com.au
52049,Kogan,KGN1080P42VAA,Australia,China,106.7,4916.9,LCD,0.637,0.0,0.637,168.8,3.0,3.246,621.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.68398437925,,http://www.kogan.com.au
52049,Kogan,KGN1080P42VBA,Australia,China,106.7,4916.9,LCD,0.637,0.0,0.637,168.8,3.0,3.246,621.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.68398437925,,http://www.kogan.com.au
52049,Kogan,KGN1080P42VCA,Australia,China,106.7,4916.9,LCD,0.637,0.0,0.637,168.8,3.0,3.246,621.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.68398437925,,http://www.kogan.com.au
52049,Kogan,KGN1080P42VDA,Australia,China,106.7,4916.9,LCD,0.637,0.0,0.637,168.8,3.0,3.246,621.0,Superseded,2015-08-09,2013-10-23,,Unavailable,1.68398437925,,http://www.kogan.com.au
46151,CHANGHONG,CHL3243A,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3243AA,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3243AB,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3243AC,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3255B,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3255BA,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3255BB,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
46151,CHANGHONG,CHL3255BC,Australia,China,81.0,2751.0,LCD,0.76,0.0,0.0,67.9,5.0,5.105,252.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.54258198946,,http://www.changhong.com.au/
58419,OiTV,47LC120,Australia,China,126.91,7014.4,LCD,0.632,0.0,0.0,224.36,3.0,3.406,823.0,Superseded,2016-05-18,2013-10-23,,Unavailable,1.84399901631,,
45862,RANK ARENA,RALD48COMBOA,"Australia,New Zealand",China,48.0,1038.0,LCD,1.0,0.0,0.0,46.13,3.5,3.691,174.0,Superseded,2014-10-01,2013-10-23,,Unavailable,2.1278500881,,
46181,CHANGHONG,CHL4243D,Australia,China,106.0,4898.25,LCD,0.99,0.0,0.0,169.0,3.0,3.224,622.0,Superseded,2014-11-01,2013-10-23,,Unavailable,1.66186790544,,http://www.changhong.com.au/
46181,CHANGHONG,CHL4243DA,Australia,China,106.0,4898.25,LCD,0.99,0.0,0.0,169.0,3.0,3.224,622.0,Superseded,2014-11-01,2013-10-23,,Unavailable,1.66186790544,,http://www.changhong.com.au/
46181,CHANGHONG,CHL4243DB,Australia,China,106.0,4898.25,LCD,0.99,0.0,0.0,169.0,3.0,3.224,622.0,Superseded,2014-11-01,2013-10-23,,Unavailable,1.66186790544,,http://www.changhong.com.au/
46181,CHANGHONG,CHL4243DC,Australia,China,106.0,4898.25,LCD,0.99,0.0,0.0,169.0,3.0,3.224,622.0,Superseded,2014-11-01,2013-10-23,,Unavailable,1.66186790544,,http://www.changhong.com.au/
46181,CHANGHONG,CHL4243DD,Australia,China,106.0,4898.25,LCD,0.99,0.0,0.0,169.0,3.0,3.224,622.0,Superseded,2014-11-01,2013-10-23,,Unavailable,1.66186790544,,http://www.changhong.com.au/
46181,CHANGHONG,CHL4243DE,Australia,China,106.0,4898.25,LCD,0.99,0.0,0.0,169.0,3.0,3.224,622.0,Superseded,2014-11-01,2013-10-23,,Unavailable,1.66186790544,,http://www.changhong.com.au/
46180,CELESTIAL,LT3273FD,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3273FDS,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3273FDF,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3273FDA,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3273FDB,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3273FDC,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3211FD,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46180,CELESTIAL,LT3211FDS,Australia,China,81.0,2751.0,LCD,0.68,0.0,0.0,94.0,3.5,3.671,347.0,Superseded,2014-11-01,2013-10-23,,Unavailable,2.1089949978,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243A,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243AS,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243AF,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243AA,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243AB,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243AC,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46140,CHANGHONG,CHL2243AWH,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-15,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46219,CELESTIAL,LT4268TA,Australia,China,106.0,4898.25,LCD,0.98,0.0,0.0,213.0,2.0,2.192,783.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.630278142273,,http://www.changhong.com.au/
46219,CELESTIAL,LT4268TAA,Australia,China,106.0,4898.25,LCD,0.98,0.0,0.0,213.0,2.0,2.192,783.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.630278142273,,http://www.changhong.com.au/
46219,CELESTIAL,LT4268TAB,Australia,China,106.0,4898.25,LCD,0.98,0.0,0.0,213.0,2.0,2.192,783.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.630278142273,,http://www.changhong.com.au/
46219,CELESTIAL,LT4268TAC,Australia,China,106.0,4898.25,LCD,0.98,0.0,0.0,213.0,2.0,2.192,783.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.630278142273,,http://www.changhong.com.au/
46219,CELESTIAL,LT4268TAH,Australia,China,106.0,4898.25,LCD,0.98,0.0,0.0,213.0,2.0,2.192,783.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.630278142273,,http://www.changhong.com.au/
46178,CELESTIAL,LT1568HD,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1568HDS,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1568HDF,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1568HDA,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1568HDB,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1522HD,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1522HDS,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1522HDF,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46178,CELESTIAL,LT1522HDA,Australia,China,39.0,665.85,LCD,1.0,0.0,0.0,27.9,4.5,4.79,107.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.22667337825,,http://www.changhong.com.au/
46154,CELESTIAL,LT1968HDS,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1968HDA,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1968HDB,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1968HDC,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1968HDH,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1911HD,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1911HDA,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1911HDB,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1911HDC,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
46154,CELESTIAL,LT1911HDS,Australia,China,48.0,1049.6,LCD,0.74,0.0,0.0,37.61,4.5,4.631,142.0,Superseded,2014-11-01,2013-10-23,,Unavailable,3.06842032399,,http://www.changhong.com.au/
56060,CONIA,CL3201HDR,Australia,China,80.01,2736.6,LCD,0.84,0.0,0.0,101.9,3.0,3.281,377.0,Superseded,2016-03-02,2013-10-23,,Unavailable,1.71865251975,,http://www.conia.com.au 
58416,RANKARENA,LC-16G78,Australia,China,39.624,680.7,LCD,0.41,0.0,0.0,29.31,4.5,4.714,110.0,Superseded,2016-07-07,2013-10-23,,Unavailable,3.15123229896,,http://www.target.com.au
58412,RANKARENA,LC-22G62,Australia,China,54.7863,1282.6,LCD,0.46,0.0,0.0,49.21,4.0,4.079,182.0,Superseded,2016-07-07,2013-10-23,,Unavailable,2.5166391687,,http://www.target.com.au
57893,SENZU,3200SL-A101,"Australia,Fiji,New Zealand",China,81.28,2736.6,LCD,0.698,0.0,0.0,96.26,3.5,3.55,355.0,Superseded,2016-06-06,2013-10-23,,Unavailable,1.98810865065,,http://www.senzu.com.au/
47139,TEAC,LCDV3255HD,Australia,China,76.87,2600.4,LCD,0.36,0.0,0.0,88.06,3.5,3.779,324.0,Superseded,2015-01-21,2013-10-23,,Unavailable,2.21634621968,,http://www.TEAC.COM.AU
47137,TEAC,LCDV2257DVR,Australia,China,54.8,1348.5,LCD,0.85,0.0,0.0,44.14,4.5,4.638,166.0,Superseded,2015-01-21,2013-10-23,,Unavailable,3.07558502157,,http://www.TEAC.COM.AU
54732,OHKI,42LED/120HZ SLEEK,Australia,China,106.68,4865.0,LCD,0.53,0.0,0.0,112.3,3.0,3.27,612.0,Superseded,2015-12-12,2013-10-23,,Unavailable,1.70780357678,,
55973,VOXSON,VLCD32CP,Australia,China,80.0,2744.0,LCD,0.688,0.0,0.0,137.78,1.5,1.963,507.0,Superseded,2016-02-06,2013-10-23,,Unavailable,0.400601663783,,http://www.voxson.com.au
46182,CELESTIAL,PT4252HD,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
46182,CELESTIAL,PT4252HDS,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
46182,CELESTIAL,PT4252HDF,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
46182,CELESTIAL,PT4252HDA,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
46182,CELESTIAL,PT4252HDB,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
46182,CELESTIAL,PT4252HDC,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
46182,CELESTIAL,PT4252HDM,Australia,China,106.0,5107.04,Plasma,0.65,0.0,0.0,228.35,2.0,2.058,837.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.495515311181,,http://www.changhong.com.au/
47487,DGTEC,DG-FV42LCD,Australia,China,106.73,4867.7,LCD,0.6,0.0,0.0,135.7,4.0,4.187,499.0,Superseded,2015-01-21,2013-10-23,,Unavailable,2.62475270524,,http://www.dgtec.com.au
46946,IVIEW,LT-3286,Australia,China,80.0,2737.1,LCD,0.889,0.0,0.0,124.9,2.0,2.38,461.0,Superseded,2014-11-29,2013-10-23,,Unavailable,0.817854120744,,http://www.goodview.cc
56065,VOXSON,VLCD55CP,Australia,China,137.0,8230.1,LCD,0.5,0.0,0.0,301.6,2.5,2.745,1104.0,Superseded,2016-02-06,2013-10-23,,Unavailable,1.18347388165,,http://www.voxson.com/
50279,TECOVISION,EA42P2PM,"Australia,Fiji,New Zealand",China,106.7,4863.9,LCD,0.6,0.0,0.0,174.0,3.0,3.076,639.0,Superseded,2015-05-04,2013-10-23,,Unavailable,1.51344496023,,http://yangwenguo@kitking.com
50279,TECOVISION,EA42P2PM**(*=0~9;A~Z),"Australia,Fiji,New Zealand",China,106.7,4863.9,LCD,0.6,0.0,0.0,174.0,3.0,3.076,639.0,Superseded,2015-05-04,2013-10-23,,Unavailable,1.51344496023,,http://yangwenguo@kitking.com
50279,TECOVISION,LL420TTHD10,"Australia,Fiji,New Zealand",China,106.7,4863.9,LCD,0.6,0.0,0.0,174.0,3.0,3.076,639.0,Superseded,2015-05-04,2013-10-23,,Unavailable,1.51344496023,,http://yangwenguo@kitking.com
46156,CHANGHONG,CHL1943A,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46156,CHANGHONG,CHL1943AS,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46156,CHANGHONG,CHL1943AF,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46156,CHANGHONG,CHL1943AA,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46156,CHANGHONG,CHL1943AB,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46156,CHANGHONG,CHL1943AC,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46156,CHANGHONG,CHL1943AWH,Australia,China,46.0,947.1,LCD,0.88,0.0,0.0,34.5,4.5,4.722,131.0,Superseded,2014-12-01,2013-10-23,,Unavailable,3.15913384,,http://www.changhong.com.au/
46147,CELESTIAL,LT2299DV,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2299DVF,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2299DVA,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2299DVB,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2299DVC,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2299DVH,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2211DVF,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2211DVA,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46147,CELESTIAL,LT2211DVB,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46183,CELESTIAL,PT5079NT,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.457615984652,,http://www.changhong.com.au/
46183,CELESTIAL,PT5079NTS,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.457615984652,,http://www.changhong.com.au/
46183,CELESTIAL,PT5079NTF,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.457615984652,,http://www.changhong.com.au/
46183,CELESTIAL,PT5079NTA,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.457615984652,,http://www.changhong.com.au/
46183,CELESTIAL,PT5079NTB,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.457615984652,,http://www.changhong.com.au/
46183,CELESTIAL,PT5079NTC,Australia,China,127.0,7211.25,Plasma,3.16,0.0,0.0,310.38,2.0,2.02,1150.0,Superseded,2014-11-01,2013-10-23,,Unavailable,0.457615984652,,http://www.changhong.com.au/
48978,CONIA,CL3201HD,Australia,China,80.0,2825.8,LCD,0.8662,0.0,0.0,94.06,3.5,3.755,348.0,Superseded,2015-02-14,2013-10-23,,Unavailable,2.19220816235,,http://www.conia.com.au 
50328,CONIA,CL4701FHD,Australia,China,119.38,5533.5,LCD,0.7,0.0,0.0,242.7,2.0,2.1,890.0,Superseded,2015-05-26,2013-10-23,,Unavailable,0.537977190509,,http://www.conia.com.au 
46143,CELESTIAL,LT2273FD,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-18,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46143,CELESTIAL,LT2273FDS,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-18,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46143,CELESTIAL,LT2273FDF,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-18,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46143,CELESTIAL,LT2273FDA,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-18,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
46143,CELESTIAL,LT2273FDB,Australia,China,54.0,1281.04,LCD,0.92,0.0,0.0,47.56,4.0,4.15,179.0,Superseded,2014-10-18,2013-10-23,,Unavailable,2.58759591736,,http://www.changhong.com.au/
56054,CONIA,CL4001FHDR,Australia,China,101.6,4412.1,LCD,0.84,0.0,0.0,183.0,2.0,2.464,673.0,Superseded,2016-03-02,2013-10-23,,Unavailable,0.901563966405,,http://www.conia.com.au 
48975,CONIA,CL2202FHDVD,Australia,China,55.0,1402.8,LCD,0.6662,0.0,0.0,39.26,5.0,5.3,147.0,Superseded,2015-02-14,2013-10-23,,Unavailable,3.73759405652,,http://www.conia.com.au 
46146,CHANGHONG,CHL2255B,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46146,CHANGHONG,CHL2255BS,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46146,CHANGHONG,CHL2255BF,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
46146,CHANGHONG,CHL2255BA,Australia,China,54.0,1281.04,LCD,0.83,0.0,0.0,54.0,3.5,3.609,202.0,Superseded,2014-10-29,2013-10-23,,Unavailable,2.04587337665,,http://www.changhong.com.au/
